luma_mean,luma_mean>rolling_average,luma_mean>rolling_average>subtract,luma_mean>rolling_average>subtract>butter_lowpass_filter,luma_mean>rolling_average>subtract>butter_lowpass_filter>cut_start
-58.60580000,-58.53726452,-0.06853548,0.01222188,0.01222188
-58.56200000,-58.53451613,-0.02748387,-0.04673995,-0.04673995
-58.61170000,-58.52784839,-0.08385161,-0.06729243,-0.06729243
-58.60070000,-58.52347097,-0.07722903,-0.07403756,-0.07403756
-58.59190000,-58.52015806,-0.07174194,-0.07764327,-0.07764327
-58.54540000,-58.51961290,-0.02578710,-0.07181630,-0.07181630
-58.57470000,-58.51641290,-0.05828710,-0.05854499,-0.05854499
-58.57580000,-58.51628710,-0.05951290,-0.05091333,-0.05091333
-58.56310000,-58.51705484,-0.04604516,-0.05067636,-0.05067636
-58.54080000,-58.52613871,-0.01466129,-0.04665072,-0.04665072
-58.62980000,-58.53376774,-0.09603226,-0.04374979,-0.04374979
-58.66890000,-58.54346774,-0.12543226,-0.05989091,-0.05989091
-58.66780000,-58.55311290,-0.11468710,-0.08898930,-0.08898930
-58.63270000,-58.56371290,-0.06898710,-0.10539733,-0.10539733
-58.64570000,-58.56599355,-0.07970645,-0.10082537,-0.10082537
-58.62060000,-58.56780645,-0.05279355,-0.08616092,-0.08616092
-58.44850000,-58.56949032,0.12099032,-0.05119719,-0.05119719
-58.35850000,-58.57295161,0.21445161,0.02566105,0.02566105
-58.41150000,-58.57359032,0.16209032,0.11564993,0.11564993
-58.45240000,-58.57610323,0.12370323,0.16530274,0.16530274
-58.47160000,-58.57829677,0.10669677,0.16502099,0.16502099
-58.44560000,-58.58203871,0.13643871,0.14470265,0.14470265
-58.51390000,-58.58301290,0.06911290,0.12427086,0.12427086
