luma_mean,luma_mean>rolling_average,luma_mean>rolling_average>subtract,luma_mean>rolling_average>subtract>butter_lowpass_filter,luma_mean>rolling_average>subtract>butter_lowpass_filter>cut_start
-62.52400000,-62.52172258,-0.00227742,-0.02345900,-0.02345900
-62.71230000,-62.51690645,-0.19539355,-0.04546743,-0.04546743
-62.72030000,-62.50925161,-0.21104839,-0.09810458,-0.09810458
-62.71930000,-62.50814194,-0.21115806,-0.16178594,-0.16178594
-62.69730000,-62.50307419,-0.19422581,-0.20116366,-0.20116366
-62.24850000,-62.49857097,0.25007097,-0.16405635,-0.16405635
-62.38030000,-62.48604516,0.10574516,-0.03670416,-0.03670416
-62.41410000,-62.47361935,0.05951935,0.07534181,0.07534181
-62.39440000,-62.46593226,0.07153226,0.10964709,0.10964709
-62.29680000,-62.46340323,0.16660323,0.11279172,0.11279172
-62.41310000,-62.46068710,0.04758710,0.11389557,0.11389557
-62.37580000,-62.45140323,0.07560323,0.10142027,0.10142027
-62.38370000,-62.44224839,0.05854839,0.08145270,0.08145270
-62.38770000,-62.43621935,0.04851935,0.06606785,0.06606785
-62.48190000,-62.42460645,-0.05729355,0.04328236,0.04328236
-62.46090000,-62.41329355,-0.04760645,0.00509158,0.00509158
-62.53980000,-62.40464194,-0.13515806,-0.04019322,-0.04019322
-62.46180000,-62.39080645,-0.07099355,-0.07902107,-0.07902107
-62.47360000,-62.37597419,-0.09762581,-0.09746330,-0.09746330
-62.44230000,-62.36959677,-0.07270323,-0.09767945,-0.09767945
-62.45320000,-62.36372258,-0.08947742,-0.09143416,-0.09143416
-62.22870000,-62.36920323,0.14050323,-0.06188276,-0.06188276
-62.15910000,-62.37125161,0.21215161,0.01793175,0.01793175
-62.34710000,-62.36900000,0.02190000,0.09860709,0.09860709
-62.42200000,-62.35639032,-0.06560968,0.10156934,0.10156934
-62.40810000,-62.35342258,-0.05467742,0.04064601,0.04064601
-62.26960000,-62.34682258,0.07722258,-0.00653651,-0.00653651
-62.24200000,-62.34770645,0.10570645,0.00390550,0.00390550
-62.30930000,-62.34807419,0.03877419,0.04096617,0.04096617
-62.22960000,-62.35244839,0.12284839,0.06791968,0.06791968
-62.21550000,-62.35231290,0.13681290,0.09252815,0.09252815
-62.25580000,-62.35519032,0.09939032,0.11382034,0.11382034
-62.28340000,-62.35465161,0.07125161,0.11519072,0.11519072
-62.26050000,-62.35560645,0.09510645,0.10219522,0.10219522
-62.52160000,-62.35407419,-0.16752581,0.06400901,0.06400901
-62.51520000,-62.35575161,-0.15944839,-0.01894887,-0.01894887
-62.41840000,-62.35596774,-0.06243226,-0.09605585,-0.09605585
-62.44380000,-62.36527742,-0.07852258,-0.11772132,-0.11772132
-62.34430000,-62.38431935,0.04001935,-0.09285605,-0.09285605
-62.00350000,-62.39616129,0.39266129,-0.00209392,-0.00209392
-62.20480000,-62.40318387,0.19838387,0.13806735,0.13806735
-62.20850000,-62.40857742,0.20007742,0.22908321,0.22908321
-62.40320000,-62.41828387,0.01508387,0.22456648,0.22456648
-62.39510000,-62.42686129,0.03176129,0.15416080,0.15416080
-62.52330000,-62.43485806,-0.08844194,0.06432037,0.06432037
-62.47770000,-62.44258387,-0.03511613,-0.01107337,-0.01107337
-62.55010000,-62.45370645,-0.09639355,-0.05738331,-0.05738331
-62.52310000,-62.46433226,-0.05876774,-0.07798493,-0.07798493
-62.49140000,-62.47604194,-0.01535806,-0.07542982,-0.07542982
-62.42610000,-62.48581613,0.05971613,-0.04514258,-0.04514258
-62.49430000,-62.49009355,-0.00420645,-0.00530863,-0.00530863
-62.45990000,-62.49444516,0.03454516,0.01869500,0.01869500
-62.51730000,-62.50177742,-0.01552258,0.02340499,0.02340499
-62.74940000,-62.50456129,-0.24483871,-0.01145533,-0.01145533
-62.71420000,-62.51206774,-0.20213226,-0.09403816,-0.09403816
-62.63970000,-62.52845484,-0.11124516,-0.16139145,-0.16139145
-62.57530000,-62.53697419,-0.03832581,-0.16253800,-0.16253800
-62.57050000,-62.53747419,-0.03302581,-0.11634582,-0.11634582
-62.50790000,-62.52507097,0.01717097,-0.06096495,-0.06096495
-62.55720000,-62.51348387,-0.04371613,-0.02189036,-0.02189036
-62.46910000,-62.50405806,0.03495806,-0.00406853,-0.00406853
-62.56030000,-62.49640323,-0.06389677,-0.00084810,-0.00084810
-62.58520000,-62.48973548,-0.09546452,-0.01989911,-0.01989911
-62.64640000,-62.48339032,-0.16300968,-0.06250628,-0.06250628
-62.56350000,-62.47960645,-0.08389355,-0.10345199,-0.10345199
-62.65420000,-62.47750323,-0.17669677,-0.12634854,-0.12634854
-62.65010000,-62.47710000,-0.17300000,-0.14484612,-0.14484612
-62.64570000,-62.47649032,-0.16920968,-0.16280270,-0.16280270
-62.53010000,-62.47760968,-0.05249032,-0.15892070,-0.15892070
-62.57700000,-62.47283871,-0.10416129,-0.12980626,-0.12980626
-62.51150000,-62.47124194,-0.04025806,-0.09709166,-0.09709166
-62.46890000,-62.47221290,0.00331290,-0.06446659,-0.06446659
-62.22400000,-62.47386129,0.24986129,-0.00290379,-0.00290379
-62.01870000,-62.46812581,0.44942581,0.12079758,0.12079758
-62.03590000,-62.44979032,0.41389032,0.27633574,0.27633574
-62.23110000,-62.42975161,0.19865161,0.36489892,0.36489892
-62.24040000,-62.41122258,0.17082258,0.34065513,0.34065513
-62.34340000,-62.40021290,0.05681290,0.25009616,0.25009616
-62.32640000,-62.38930968,0.06290968,0.15110779,0.15110779
-62.37410000,-62.38680000,0.01270000,0.07595070,0.07595070
-62.36090000,-62.38730968,0.02640968,0.03206669,0.03206669
-62.48180000,-62.38637742,-0.09542258,0.00126298,0.00126298
-62.44100000,-62.38361935,-0.05738065,-0.03292209,-0.03292209
-62.55200000,-62.38627097,-0.16572903,-0.07004124,-0.07004124
-62.60150000,-62.39068065,-0.21081935,-0.11623574,-0.11623574
-62.66470000,-62.39362258,-0.27107742,-0.17327933,-0.17327933
-62.66980000,-62.39535161,-0.27444839,-0.22727788,-0.22727788
-62.62640000,-62.40085161,-0.22554839,-0.25886812,-0.25886812
